State,District,Latitude,Longitude,District code,Households_with_Internet,Households_with_Computer,Hindus,Population,Rural_Households,Urban_Households,Married_couples_None_Households,sex_ratio,literacy_rate
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,7865,38225,2707195,3499171,658449,221628,49008,90.0,58.0
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,3492,20762,1727869,1952756,344937,50822,19744,92.0,60.0
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,827,9437,955372,991730,207237,23558,17427,88.0,54.0
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,4469,36068,2730957,3100946,597778,67928,29891,102.0,60.0
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,2635,19712,1611126,1774480,334246,67752,24128,87.0,59.0
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,2964,21506,1457892,1581810,265643,85483,29275,87.0,67.0
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,4746,28625,2094271,2470996,510378,79288,45715,96.0,59.0
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,2624,18733,1596278,1885204,316647,94843,32053,87.0,58.0
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,3385,33501,2274674,2632733,558807,77733,53903,90.0,57.0
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,5834,31797,2140745,2498156,349747,185621,33325,88.0,61.0
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,53181,87188,1394025,1648115,170835,338935,36864,85.0,68.0
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,78116,179552,3414427,4681645,355407,836316,70799,88.0,67.0
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,5309,50180,3233790,3620268,700173,61467,42148,95.0,61.0
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,4313,31811,2739076,3433919,673578,52794,51977,92.0,49.0
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,14597,65360,4009037,4440895,761958,189170,54197,95.0,61.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,2521,7525,449412,454768,196116,15232,20594,110.0,79.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,1196,11037,1010014,1104285,256081,55300,20040,86.0,59.0
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,3845,32065,3508131,4092845,786613,121064,73691,87.0,54.0
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,2217,18615,1509708,1689974,304856,91565,24209,87.0,64.0
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,8002,52398,3981502,4494204,926088,80582,54624,102.0,61.0
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,8517,40774,1823930,1998603,309592,195321,33912,89.0,65.0
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,2825,18303,1075440,1840221,335888,115486,21966,91.0,53.0
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,2488,18082,1375788,1656616,299785,65985,33955,88.0,61.0
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,2682,25354,1612968,1796184,363933,41323,34726,86.0,65.0
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1503,15029,1372381,1599596,349856,30764,24943,91.0,51.0
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,3486,35931,2928462,3564544,742324,42775,33295,96.0,55.0
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,1079,9906,1163804,1221592,258013,43819,17182,91.0,52.0
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,68506,152257,3537787,4589838,344155,717566,89276,92.0,68.0
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,1316,11298,815142,875958,198298,48525,15681,88.0,56.0
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,2642,24451,1746649,1868529,338475,72783,27299,88.0,64.0
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,8726,37596,2310776,2547184,407488,177802,31890,86.0,59.0
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2656,26716,1769937,2205968,352207,99321,21368,98.0,62.0
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,23717,69473,2183255,3443689,381520,422303,42114,89.0,62.0
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,4447,24518,2292534,2496970,465152,77963,30022,90.0,57.0
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,11690,61846,2488265,4772006,692398,355518,60730,91.0,47.0
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,10077,56149,2382914,4143512,673746,296104,55962,89.0,58.0
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,2870,18097,1449007,2031007,371752,89638,31764,89.0,52.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,716,5961,827293,867848,209813,24269,14559,98.0,46.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,5149,34400,2731351,3209141,711085,41701,45925,100.0,60.0
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,5184,34788,2975998,3405559,705025,73393,67776,94.0,58.0
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,3847,25960,1073890,2335819,396775,143217,36750,91.0,45.0
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,9699,38816,1966892,3466382,605082,284156,43899,89.0,60.0
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,2031,19729,1300586,1715183,324972,27179,19075,97.0,56.0
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3889,27533,2412595,3006538,520289,134714,53211,87.0,50.0
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,3874,34609,3555450,4483992,827583,111319,85024,89.0,51.0
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,5149,25220,1738769,1862559,337048,91040,26297,92.0,53.0
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,5956,44008,3119590,3797117,839737,49891,60550,98.0,59.0
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3476,28719,2732016,3108367,596317,121039,64889,91.0,57.0
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,19214,57583,3107681,3676841,438935,316129,44479,91.0,65.0
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,1830,9858,611250,622506,260056,21082,37424,114.0,70.0
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,435,3595,257509,259898,96031,3880,10978,109.0,69.0
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,899,5582,385818,391605,163434,22906,19584,102.0,72.0
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,548,3159,249563,259648,85202,12839,9064,98.0,68.0
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,1344,7932,475105,483439,183687,26256,28624,102.0,71.0
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,1366,7831,609835,618931,227059,27177,26647,108.0,66.0
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,7883,28053,1104452,1648902,269406,145253,28100,92.0,63.0
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,602,4104,324859,330086,112148,9061,10388,96.0,65.0
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,4273,34128,3033581,3596674,900515,90885,79031,96.0,62.0
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,32323,141387,6008472,7717563,1364868,862368,204679,95.0,68.0
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,5210,39636,2181515,3502404,831044,134565,91446,96.0,62.0
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,2518,24318,1232850,1676276,390949,70077,42647,96.0,65.0
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,10943,38065,1366681,1846823,303284,215675,48867,97.0,71.0
West Bengal,Haora,22.401674174428507,87.99421176968654,341,30751,99261,3535844,4850029,483384,869313,115919,94.0,74.0
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,31725,118459,4574569,5519145,992085,647953,191583,96.0,74.0
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,9322,48818,3156781,3872846,798378,319426,106996,95.0,65.0
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,136618,252644,3440290,4496694,0,1308106,184740,91.0,80.0
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,5357,63525,1914352,3988845,830318,128678,83218,94.0,52.0
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,7951,79729,2359061,7103807,1501066,350899,162504,96.0,57.0
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,12787,77210,3728482,5167600,1081381,468390,124093,95.0,67.0
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,3551,32862,2373120,2930115,653219,99433,61063,96.0,55.0
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,2883,31210,1482943,3007134,683981,94269,56856,94.0,50.0
